SMILES,match_index
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=COC(C)=C2)=O)C(C(O)=O)N1C(C1=COC(C)=C1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(Br)C=CS2)=O)C(C(O)=O)N1C(C1=C(Br)C=CS1)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC(C)=C(C)C=C2)=O)C(C(O)=O)N1C(C1=CC=C(C)C(C)=C1)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]%21[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%22=CC=C(Cl)C=C%22)=O)C(C(O)=O)N%21C(C%23=CC=C(Cl)C=C%23)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C8(OC)=CC=CC=C8[C@H]%62[C@H](C9=CC=CC=C9OC)N(C(C%63=CC=CC(I)=C%63)=O)C(C(O)=O)N%62C(C%64=CC(I)=CC=C%64)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
O=C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)N2C(C(O)=O)N(C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,0-1-2-16-17-18-19-20-21-22-23-37-38-39-45-46
C6=CC(C=CC=C7)=C7C=C6[C@H]%30[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%31=CC=C(C(F)(F)F)C=C%31)=O)C(C(O)=O)N%30C(C%32=CC=C(C(F)(F)F)C=C%32)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(CC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1CC)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]%53[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%54=CC=CC(F)=C%54)=O)C(C(O)=O)N%53C(C%55=CC(F)=CC=C%55)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C6=CC=CC7=C6C=CC=C7C(N%19C(C(O)=O)N(C(C8=CC=CC9=C8C=CC=C9)=O)[C@@H]%20[C@@H]%19CCCC%20)=O,28-17-18-16-12-13-14-15-11-10-9-35-30-31-29-34
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C)OC=C2C)=O)C(C(O)=O)N1C(C1=C(C)OC=C1C)=O,23-15-16-14-24-25-26-27-28-29-30-37-6-5-7-8
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(CC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1CC)=O,28-19-20-18-29-30-31-32-33-34-35-43-8-7-9-10
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=COC=C2C)=O)C(C(O)=O)N1C(C1=COC=C1C)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(F)(F)F)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C(F)(F)F)OC(C)=C1)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C#N)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C#N)=O,24-15-16-14-25-26-27-28-29-30-31-39-6-5-7-8
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=CO2)=O)C(C(O)=O)N1C(C1=CC=CO1)=O,29-23-24-22-30-31-32-33-34-35-36-41-10-9-11-12
C6=CC=CC7=C6C=CC=C7[C@H]%71[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%72=CC=CC(C#N)=C%72)=O)C(C(O)=O)N%71C(C%73=CC(C#N)=CC=C%73)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C)C=CS2)=O)C(C(O)=O)N1C(C1=C(C)C=CS1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CSC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=CSC2=C1C=CC=C2)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C7=CC=CC=C7[C@H]7[C@H](C8=CC=CC=C8)N(C(C8=CC=CC=C8)=O)C(C(O)=O)N7C(C9=CC=CC=C9)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC(C)=C(C)O2)=O)C(C(O)=O)N1C(C1=CC(C)=C(C)O1)=O,23-15-16-14-24-25-26-27-28-29-30-37-6-5-7-8
C6=CC(C=CC=C7)=C7C=C6[C@H]%39[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%40=CC=C(CC)C=C%40)=O)C(C(O)=O)N%39C(C%41=CC=C(CC)C=C%41)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(CC2=CC=CC=C2)=O)C(C(O)=O)N1C(CC1=CC=CC=C1)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]%24[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%25=CC=C(Br)C=C%25)=O)C(C(O)=O)N%24C(C%26=CC=C(Br)C=C%26)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C7=CC=CC=C7[C@H]%97[C@H](C8=CC=CC=C8)N(C(C%98=CC=CC(OC)=C%98)=O)C(C(O)=O)N%97C(C%99=CC(OC)=CC=C%99)=O,24-15-16-14-25-26-27-28-29-30-31-39-6-5-7-8
C6=CC(C=CC=C7)=C7C=C6[C@H]%13[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%14=C(F)C=CS%14)=O)C(C(O)=O)N%13C(C%15=C(F)C=CS%15)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=CC(CCCC3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(CCCC2)S1)=O,29-19-20-18-30-31-32-33-34-35-36-45-8-7-9-10
C8(OC)=CC=CC=C8[C@H]%56[C@H](C9=CC=CC=C9OC)N(C(C%57=CC=CC(Cl)=C%57)=O)C(C(O)=O)N%56C(C%58=CC(Cl)=CC=C%58)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC=C(Br)S2)=O)C(C(O)=O)N1C(C1=CC=C(Br)S1)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC=C(Cl)O2)=O)C(C(O)=O)N1C(C1=CC=C(Cl)O1)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(CCCCC)=O)C(C(O)=O)N1C(CCCCC)=O,21-15-16-14-22-23-24-25-26-27-28-33-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC(C)=CC(C)=C2)=O)C(C(O)=O)N1C(C1=CC(C)=CC(C)=C1)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=O)C(C(O)=O)N1C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=O,38-23-24-22-39-40-41-42-43-44-45-59-10-9-11-12
C7=CC=CC=C7[C@H]%21[C@H](C8=CC=CC=C8)N(C(C%22=CC=C(Cl)C=C%22)=O)C(C(O)=O)N%21C(C%23=CC=C(Cl)C=C%23)=O,23-15-16-14-24-25-26-27-28-29-30-37-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]%53[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%54=CC=CC(F)=C%54)=O)C(C(O)=O)N%53C(C%55=CC(F)=CC=C%55)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C)O2)=O)C(C(O)=O)N1C(C1=CC=C(C)O1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C)OC(C3=CC=CC=C3)=C2)=O)C(C(O)=O)N1C(C1=C(C)OC(C2=CC=CC=C2)=C1)=O,36-23-24-22-37-38-39-40-41-42-43-55-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C3=CC=CC=C3)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C2=CC=CC=C2)OC(C)=C1)=O,32-19-20-18-33-34-35-36-37-38-39-51-8-7-9-10
C6=CC(C=CC=C7)=C7C=C6[C@H]%89[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%90=CC=CC(C(C)(C)C)=C%90)=O)C(C(O)=O)N%89C(C%91=CC(C(C)(C)C)=CC=C%91)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C8(OC)=CC=CC=C8[C@H]%86[C@H](C9=CC=CC=C9OC)N(C(C%87=CC=CC(C(C)C)=C%87)=O)C(C(O)=O)N%86C(C%88=CC(C(C)C)=CC=C%88)=O,29-19-20-18-30-31-32-33-34-35-36-45-8-7-9-10
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(Cl)SC(Cl)=C2)=O)C(C(O)=O)N1C(C1=C(Cl)SC(Cl)=C1)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C)=CC(C)=C2)=O)C(C(O)=O)N1C(C1=CC(C)=CC(C)=C1)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(OC)=CC=CC=C8[C@H]%89[C@H](C9=CC=CC=C9OC)N(C(C%90=CC=CC(C(C)(C)C)=C%90)=O)C(C(O)=O)N%89C(C%91=CC(C(C)(C)C)=CC=C%91)=O,30-19-20-18-31-32-33-34-35-36-37-47-8-7-9-10
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC(C)=C(C)C=C2)=O)C(C(O)=O)N1C(C1=CC=C(C)C(C)=C1)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=COC(C)=C2)=O)C(C(O)=O)N1C(C1=COC(C)=C1)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]7[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C8=CC=CC=C8)=O)C(C(O)=O)N7C(C9=CC=CC=C9)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C3=CC=CC=C3)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C2=CC=CC=C2)OC(C)=C1)=O,36-23-24-22-37-38-39-40-41-42-43-55-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC(C)=C(C)C=C2)=O)C(C(O)=O)N1C(C1=CC=C(C)C(C)=C1)=O,24-15-16-14-25-26-27-28-29-30-31-39-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]%39[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%40=CC=C(CC)C=C%40)=O)C(C(O)=O)N%39C(C%41=CC=C(CC)C=C%41)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C)=C(C)C=C2)=O)C(C(O)=O)N1C(C1=CC=C(C)C(C)=C1)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C3=CC=CC=C3)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C1=CC=CC=C1)=O,36-23-24-22-37-38-39-40-41-42-43-55-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(CC2=CC=CC=C2)=O)C(C(O)=O)N1C(CC1=CC=CC=C1)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C3=CC=CC=C3)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C1=CC=CC=C1)=O,36-23-24-22-37-38-39-40-41-42-43-55-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C)C=CS2)=O)C(C(O)=O)N1C(C1=C(C)C=CS1)=O,26-19-20-18-27-28-29-30-31-32-33-39-8-7-9-10
C7=CC=CC=C7[C@H]%71[C@H](C8=CC=CC=C8)N(C(C%72=CC=CC(C#N)=C%72)=O)C(C(O)=O)N%71C(C%73=CC(C#N)=CC=C%73)=O,24-15-16-14-25-26-27-28-29-30-31-39-6-5-7-8
C8(OC)=CC=CC=C8[C@H]%30[C@H](C9=CC=CC=C9OC)N(C(C%31=CC=C(C(F)(F)F)C=C%31)=O)C(C(O)=O)N%30C(C%32=CC=C(C(F)(F)F)C=C%32)=O,30-19-20-18-31-32-33-34-35-36-37-47-8-7-9-10
C7=CC=CC=C7C(N%19C(C(O)=O)N(C(C8=CC=CC=C8)=O)[C@@H]%20[C@@H]%19CCCC%20)=O,20-13-14-12-8-9-10-11-7-6-5-27-22-23-21-26
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(CC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1CC)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(Cl)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1Cl)=O,23-15-16-14-24-25-26-27-28-29-30-37-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C(C)(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)(C)C)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=COC=C2C)=O)C(C(O)=O)N1C(C1=COC=C1C)=O,22-15-16-14-23-24-25-26-27-28-29-35-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]%10[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%11=CSC=C%11)=O)C(C(O)=O)N%10C(C%12=CSC=C%12)=O,29-23-24-22-30-31-32-33-34-35-36-41-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)OC=C2)=O)C(C(O)=O)N1C(C1=C(Br)OC=C1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]%71[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%72=CC=CC(C#N)=C%72)=O)C(C(O)=O)N%71C(C%73=CC(C#N)=CC=C%73)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(Br)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1Br)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C7=CC=CC=C7[C@H]%53[C@H](C8=CC=CC=C8)N(C(C%54=CC=CC(F)=C%54)=O)C(C(O)=O)N%53C(C%55=CC(F)=CC=C%55)=O,23-15-16-14-24-25-26-27-28-29-30-37-6-5-7-8
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(OC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1OC)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
O=C(CC1=CC=CC=C1)N2C(C(O)=O)N(C(CC3=CC=CC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,0-1-2-9-10-11-12-13-14-15-16-23-24-25-31-32
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C=CC=C3)C3=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC2=C1C=CC=C2)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC(Br)=CS2)=O)C(C(O)=O)N1C(C1=CC(Br)=CS1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C)C(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=C(C)C2=C(C=CC=C2)O1)=O,26-15-16-14-27-28-29-30-31-32-33-43-6-5-7-8
C8(C(F)(F)F)=CC=CC=C8[C@H]%65[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%66=CC=CC(C(F)(F)F)=C%66)=O)C(C(O)=O)N%65C(C%67=CC(C(F)(F)F)=CC=C%67)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
O=C(C1=COC=C1)N2C(C(O)=O)N(C(C3=COC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,0-1-2-7-8-9-10-11-12-13-14-19-20-21-27-28
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC=C(C)S2)=O)C(C(O)=O)N1C(C1=CC=C(C)S1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC=CO2)=O)C(C(O)=O)N1C(C1=CC=CO1)=O,21-15-16-14-22-23-24-25-26-27-28-33-6-5-7-8
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C#N)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C#N)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]%42[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%43=CC=C(C(C)C)C=C%43)=O)C(C(O)=O)N%42C(C%44=CC=C(C(C)C)C=C%44)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]%97[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%98=CC=CC(OC)=C%98)=O)C(C(O)=O)N%97C(C%99=CC(OC)=CC=C%99)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=COC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=COC2=C1C=CC=C2)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C6=CC=CC7=C6C=CC=C7[C@H]%42[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%43=CC=C(C(C)C)C=C%43)=O)C(C(O)=O)N%42C(C%44=CC=C(C(C)C)C=C%44)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=CSC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=CSC2=C1C=CC=C2)=O,29-19-20-18-30-31-32-33-34-35-36-45-8-7-9-10
O=C(C1=CC=CC([N+]([O-])=O)=C1)N2C(C(O)=O)N(C(C3=CC([N+]([O-])=O)=CC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,0-1-2-11-12-13-14-15-16-17-18-27-28-29-35-36
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC=C(C=CC=C3)C3=C2)=O)C(C(O)=O)N1C(C1=CC(C=CC=C2)=C2C=C1)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
O=C(C1=CC=CC(Br)=C1)N2C(C(O)=O)N(C(C3=CC(Br)=CC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,0-1-2-9-10-11-12-13-14-15-16-23-24-25-31-32
C8(OC)=CC=CC=C8[C@H]%27[C@H](C9=CC=CC=C9OC)N(C(C%28=CC=C(I)C=C%28)=O)C(C(O)=O)N%27C(C%29=CC=C(I)C=C%29)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC=C(C=CC=C3)C3=C2)=O)C(C(O)=O)N1C(C1=CC(C=CC=C2)=C2C=C1)=O,34-23-24-22-35-36-37-38-39-40-41-51-10-9-11-12
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(OC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1OC)=O,28-19-20-18-29-30-31-32-33-34-35-43-8-7-9-10
C8(C(F)(F)F)=CC=CC=C8[C@H]%62[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%63=CC=CC(I)=C%63)=O)C(C(O)=O)N%62C(C%64=CC(I)=CC=C%64)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]%56[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%57=CC=CC(Cl)=C%57)=O)C(C(O)=O)N%56C(C%58=CC(Cl)=CC=C%58)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CSC(C)=C2)=O)C(C(O)=O)N1C(C1=CSC(C)=C1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]%74[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%75=CC=C(C#N)C=C%75)=O)C(C(O)=O)N%74C(C%76=CC=C(C#N)C=C%76)=O,32-23-24-22-33-34-35-36-37-38-39-47-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)C)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(Br)S2)=O)C(C(O)=O)N1C(C1=CC=C(Br)S1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C)C=CS2)=O)C(C(O)=O)N1C(C1=C(C)C=CS1)=O,30-23-24-22-31-32-33-34-35-36-37-43-10-9-11-12
O=C(C1=CC=CC=C1)N2C(C(O)=O)N(C(C3=CC=CC=C3)=O)[C@@H](C4=CC=CC=C4OC)[C@@H]2C5=C(OC)C=CC=C5,0-1-2-8-9-10-11-12-13-14-15-21-22-23-31-32
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=COC=C2)=O)C(C(O)=O)N1C(C1=COC=C1)=O,29-23-24-22-30-31-32-33-34-35-36-41-10-9-11-12
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=CC2=C(C=CC=C2)O1)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C(F)(F)F)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C(F)(F)F)OC(C)=C1)=O,26-15-16-14-27-28-29-30-31-32-33-43-6-5-7-8
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=CC=C(F)C=C2)=O)C(C(O)=O)N1C(C3=CC=C(F)C=C3)=O,27-19-20-18-28-29-30-31-32-33-34-41-8-7-9-10
C8(C(F)(F)F)=CC=CC=C8[C@H]%24[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%25=CC=C(Br)C=C%25)=O)C(C(O)=O)N%24C(C%26=CC=C(Br)C=C%26)=O,31-23-24-22-32-33-34-35-36-37-38-45-10-9-11-12
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(CCCC3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(CCCC2)S1)=O,33-23-24-22-34-35-36-37-38-39-40-49-10-9-11-12
